Date,BAJFINANCE,HDFCBANK,ICICIBANK,INFY,RELIANCE,SBIN,TCS,WIPRO
2020-07-24,318.539306640625,529.9920654296875,369.2721862792969,786.7443237304688,968.65283203125,173.9794464111328,1859.66650390625,124.70011901855469
2020-07-31,318.4854431152344,489.1215515136719,335.420654296875,823.530517578125,932.97412109375,173.52626037597656,1966.5537109375,129.49362182617188
2020-08-07,339.3501892089844,494.3545837402344,346.2048034667969,810.657470703125,968.7882080078125,172.80116271972656,1978.5787353515625,127.85736846923828
2020-08-14,326.3023376464844,489.9028625488281,349.5415954589844,812.959228515625,954.0518798828125,178.10348510742188,1932.7205810546875,127.44255065917969
2020-08-21,332.0033874511719,514.1505737304688,358.97161865234375,808.8671875,939.6314086914062,179.8256072998047,1938.2808837890625,125.99067687988281
2020-08-28,359.578125,527.8136596679688,396.2567443847656,797.3155517578125,955.112548828125,203.79933166503906,1929.617431640625,125.39148712158203
2020-09-04,352.329345703125,530.0868530273438,360.32574462890625,783.5901489257812,937.55517578125,187.25790405273438,1972.932861328125,127.21212005615234
2020-09-11,347.1964416503906,510.83544921875,358.343017578125,806.2243041992188,1047.00634765625,183.7230224609375,2046.4613037109375,135.18588256835938
2020-09-18,340.3786926269531,500.7244567871094,357.42413330078125,854.3489379882812,1040.664794921875,174.56861877441406,2111.80029296875,145.8790740966797
2020-09-25,307.4800109863281,494.4256896972656,337.2099609375,862.2772216796875,993.7249755859375,165.1422576904297,2088.009033203125,144.68072509765625
2020-10-02,337.24407958984375,524.2380981445312,357.0856628417969,867.5629272460938,1004.3541870117188,172.48394775390625,2175.199462890625,144.2889404296875
2020-10-09,325.00933837890625,584.1942138671875,388.3258056640625,943.5646362304688,1008.05517578125,179.73497009277344,2424.7470703125,172.38157653808594
2020-10-16,316.53118896484375,567.99755859375,383.10302734375,961.2118530273438,982.0352172851562,177.60498046875,2392.104248046875,156.5492401123047
2020-10-23,324.9113464355469,585.2598876953125,403.26885986328125,967.229248046875,953.71337890625,183.8136749267578,2325.88134765625,157.81674194335938
2020-10-30,324.1375427246094,560.514892578125,379.71783447265625,913.8916625976562,927.287109375,171.5322265625,2306.8798828125,157.033203125
2020-11-06,370.3484191894531,619.287109375,428.2706298828125,958.8278198242188,915.8455200195312,198.6782684326172,2343.757568359375,159.36080932617188
2020-11-13,428.661865234375,643.5111694335938,469.6178894042969,968.6939697265625,901.0640258789062,207.9686737060547,2299.9541015625,158.62332153320312
2020-11-20,461.9473571777344,664.7515258789062,464.4434509277344,950.7281494140625,857.3287963867188,220.02349853515625,2302.89697265625,159.61428833007812
2020-11-27,480.8480224609375,682.3690185546875,457.8182678222656,947.8416137695312,871.0044555664062,221.38308715820312,2319.69189453125,161.55015563964844
2020-12-04,477.5714111328125,656.2031860351562,485.57647705078125,977.6986694335938,878.6547241210938,238.83090209960938,2361.156982421875,166.29754638671875
2020-12-11,474.4858093261719,654.8772583007812,498.5368347167969,1002.29931640625,905.306640625,246.94297790527344,2409.67822265625,162.932861328125
2020-12-18,514.515625,668.398193359375,500.18109130859375,1025.2200927734375,898.875,246.03660583496094,2476.6806640625,167.56507873535156
2020-12-25,507.893798828125,661.6494750976562,496.69915771484375,1065.0726318359375,900.048583984375,241.8672637939453,2518.53515625,176.16110229492188
2021-01-01,517.2241821289062,674.8863525390625,510.19140625,1086.0972900390625,897.047119140625,253.2423095703125,2534.89697265625,178.8804931640625
2021-01-08,497.8141174316406,678.011962890625,524.2640380859375,1130.6026611328125,872.7647705078125,259.224365234375,2701.668212890625,198.28494262695312
2021-01-15,478.3795471191406,694.5875854492188,525.1828002929688,1158.90869140625,874.457275390625,275.40325927734375,2804.339111328125,202.13356018066406
2021-01-22,487.0927734375,683.647705078125,516.2847290039062,1155.3758544921875,925.0755615234375,257.1397399902344,2864.83544921875,205.4520721435547
2021-01-29,463.7791748046875,658.5238647460938,519.3797607421875,1067.6572265625,831.3538818359375,255.68951416015625,2698.526611328125,193.04873657226562
